Age (annees),Modele,Marque,Boite de vitesses_Manuelle,Puissance fiscale,Type de carburant_Essence,Kilometrage lisse (en milliers km),Type de carburant_Diesel,Secteur,Origine_WW au Maroc,Ville,Origine_Dédouanée,Premiere main,Etat_Bon,Boite de vitesses_Automatique,Etat_Excellent,log_price (en milliers MAD)
1.516943862035494,golf 4,volkswagen,1,0.38858333602016065,0,1.3805647270512498,1,tanger city center,0,tanger,1,0,0,0,0,4.406719247264253
0.1569615544462071,classe c,mercedes-benz,0,0.9018805787978479,0,0.1725923299940867,1,haut-founty,0,agadir,0,1,0,1,1,5.10594547390058
-1.2030207531430799,lodgy,dacia,1,-0.6380111495352139,0,-0.8611570755926291,1,bournazil,1,casablanca,0,0,0,0,1,5.030437921392435
-1.0670225223841512,a6,audi,0,0.38858333602016065,0,0.5318784776065404,1,anfa,1,casablanca,0,1,0,1,1,5.783825182329737
-0.9310242916252224,c-elysée,citroen,1,-0.6380111495352139,0,-0.2661421568813119,1,abdelmoumen,1,casablanca,0,0,0,0,1,4.605170185988092
-1.2030207531430799,c3,citroen,1,-0.6380111495352139,0,0.14397221839661073,1,errahma,1,casablanca,0,1,0,0,1,4.859812404361672
-0.38703136858950765,clio,renault,0,-0.6380111495352139,0,-0.4462408902635785,1,aïn chock,1,casablanca,0,0,0,1,1,4.844187086458591
-1.3390189839020086,Others,kia,0,1.9284750643532222,0,-0.5207777312914024,0,hay riad,1,rabat,0,1,1,1,0,5.752572638825633
-0.5230295993484363,fusion,ford,0,0.38858333602016065,0,-0.27652272722647325,1,autre secteur,1,casablanca,0,0,1,1,0,5.123963979403259
-1.4750172146609373,Others,hyundai,0,-0.6380111495352139,0,-1.327088431867399,0,autre secteur,1,casablanca,0,1,1,1,0,5.3706380281276624
-1.0670225223841512,sandero,dacia,1,-0.6380111495352139,0,-0.841010729636711,1,route de tamansourt,1,marrakech,0,0,0,0,1,4.867534450455582
-0.5230295993484363,fiesta,ford,1,-0.6380111495352139,0,-1.2843366119927702,1,toute la ville,1,béni mellal,0,1,0,0,1,4.867534450455582
-0.7950260608662937,tiguan,volkswagen,0,0.38858333602016065,0,0.8962569341362381,1,Others,0,oujda,1,0,0,1,1,5.631211781821365
-0.5230295993484363,dokker,dacia,1,-0.6380111495352139,0,-0.2560378421273101,1,afaq,1,marrakech,0,0,0,0,0,4.499809670330265
